order_id,payment_type,payment_installments,payment_value
ORD000807,credit_card,1,1758.64
ORD000808,credit_card,1,82.87
ORD000809,credit_card,12,807.27
ORD000810,credit_card,1,652.14
ORD000811,credit_card,1,1251.36
ORD000812,boleto,6,847.53
ORD000813,voucher,6,1971.8
ORD000814,boleto,6,339.42
ORD000815,credit_card,3,1650.88
ORD000816,credit_card,1,1142.71
ORD000817,credit_card,6,1709.44
ORD000818,credit_card,1,686.9
ORD000819,credit_card,2,126.65
ORD000820,credit_card,2,1273.24
ORD000821,voucher,6,418.27
ORD000822,credit_card,1,1570.93
ORD000823,credit_card,1,1739.26
ORD000824,credit_card,1,64.36
ORD000825,voucher,3,1393.21
ORD000826,credit_card,1,1473.96
ORD000827,credit_card,1,310.1
ORD000828,credit_card,3,299.48
ORD000829,credit_card,6,1773.2
ORD000830,credit_card,12,571.36
ORD000831,boleto,3,1583.32
ORD000832,credit_card,2,1205.32
ORD000833,credit_card,3,478.88
ORD000834,credit_card,2,1274.71
ORD000835,debit_card,1,1694.83
ORD000836,credit_card,1,50.28
ORD000837,credit_card,1,773.44
ORD000838,credit_card,6,1330.11
ORD000839,credit_card,1,997.48
ORD000840,credit_card,1,594.83
ORD000841,credit_card,2,1178.59
ORD000842,credit_card,3,844.72
ORD000843,boleto,6,53.54
ORD000844,credit_card,2,1518.76
ORD000845,credit_card,1,795.1
ORD000846,voucher,1,1955.1
ORD000847,credit_card,1,780.52
ORD000848,credit_card,1,262.73
ORD000849,credit_card,1,1783.03
ORD000850,credit_card,3,1043.06
ORD000851,debit_card,2,404.24
ORD000852,credit_card,2,610.58
ORD000853,credit_card,1,487.48
ORD000854,boleto,1,1438.6
ORD000855,credit_card,2,371.88
ORD000856,credit_card,2,1479.87
ORD000857,boleto,1,776.77
ORD000858,boleto,3,201.93
ORD000859,credit_card,2,297.94
ORD000860,boleto,1,398.84
ORD000861,credit_card,3,1762.22
ORD000862,credit_card,2,358.25
ORD000863,boleto,6,1944.68
ORD000864,boleto,1,1632.36
ORD000865,credit_card,1,473.71
ORD000866,boleto,12,1176.44
ORD000867,credit_card,6,1379.57
ORD000868,boleto,1,1856.38
ORD000869,voucher,3,1103.48
ORD000870,credit_card,2,1856.59
ORD000871,credit_card,1,1682.84
ORD000872,voucher,1,1793.35
ORD000873,credit_card,1,602.09
ORD000874,credit_card,3,413.91
ORD000875,credit_card,1,505.24
ORD000876,credit_card,3,120.63
ORD000877,boleto,2,318.13
ORD000878,credit_card,12,1440.8
ORD000879,credit_card,1,1574.04
ORD000880,credit_card,2,1626.03
ORD000881,credit_card,1,215.4
ORD000882,credit_card,6,1703.88
ORD000883,credit_card,12,152.19
ORD000884,credit_card,2,1532.41
ORD000885,boleto,1,1219.44
ORD000886,credit_card,1,1701.9
ORD000887,credit_card,3,711.95
ORD000888,credit_card,1,1380.98
ORD000889,credit_card,1,1929.63
ORD000890,credit_card,6,50.13
ORD000891,credit_card,3,1240.84
ORD000892,credit_card,1,1029.69
ORD000893,credit_card,1,629.49
ORD000894,credit_card,1,1341.58
ORD000895,credit_card,6,399.24
ORD000896,credit_card,1,1732.4
ORD000897,boleto,2,1857.03
ORD000898,credit_card,2,1103.41
ORD000899,credit_card,1,1606.91
ORD000900,credit_card,3,1867.84
ORD000901,credit_card,1,1736.66
ORD000902,voucher,2,1290.08
ORD000903,credit_card,12,1689.3
ORD000904,credit_card,1,1437.81
ORD000905,boleto,12,1257.11
ORD000906,credit_card,2,644.1
ORD000907,credit_card,2,1427.41
ORD000908,credit_card,12,1268.44
ORD000909,credit_card,2,1163.48
ORD000910,boleto,3,1890.59
ORD000911,boleto,3,1586.93
ORD000912,boleto,6,1744.21
ORD000913,credit_card,12,996.75
ORD000914,boleto,1,521.03
ORD000915,credit_card,3,1345.91
ORD000916,credit_card,12,1209.44
ORD000917,credit_card,1,1328.16
ORD000918,credit_card,6,1710.61
ORD000919,boleto,6,1515.0
ORD000920,credit_card,1,260.65
ORD000921,credit_card,1,588.9
ORD000922,credit_card,1,1846.91
ORD000923,credit_card,1,1476.65
ORD000924,credit_card,2,1637.03
ORD000925,boleto,2,1397.18
ORD000926,credit_card,1,1999.01
ORD000927,credit_card,3,202.79
ORD000928,credit_card,12,620.13
ORD000929,credit_card,3,1889.94
ORD000930,credit_card,6,52.4
ORD000931,credit_card,2,1853.57
ORD000932,boleto,3,638.21
ORD000933,boleto,12,1957.25
ORD000934,credit_card,2,1636.57
ORD000935,credit_card,3,1067.55
ORD000936,boleto,3,1639.52
ORD000937,credit_card,6,842.54
ORD000938,credit_card,3,1345.81
ORD000939,credit_card,1,791.86
ORD000940,credit_card,3,334.0
ORD000941,voucher,6,1269.91
ORD000942,credit_card,1,1278.05
ORD000943,boleto,1,1251.5
ORD000944,credit_card,1,417.41
ORD000945,credit_card,12,394.05
ORD000946,credit_card,1,1014.83
ORD000947,credit_card,3,895.14
ORD000948,voucher,1,767.76
ORD000949,boleto,1,1313.83
ORD000950,credit_card,1,1353.22
ORD000951,credit_card,3,1947.84
ORD000952,boleto,3,1239.31
ORD000953,voucher,1,305.09
ORD000954,credit_card,1,1973.04
ORD000955,boleto,1,1472.71
ORD000956,credit_card,1,296.23
ORD000957,credit_card,1,1499.39
ORD000958,boleto,12,1293.44
ORD000959,credit_card,2,788.53
ORD000960,boleto,2,853.44
ORD000961,credit_card,1,1474.44
ORD000962,credit_card,1,1256.77
ORD000963,credit_card,2,234.44
ORD000964,credit_card,1,1535.7
ORD000965,boleto,1,917.12
ORD000966,boleto,2,1689.18
ORD000967,credit_card,12,1792.42
ORD000968,credit_card,1,327.57
ORD000969,credit_card,1,1644.24
ORD000970,credit_card,12,1909.27
ORD000971,credit_card,1,1252.07
ORD000972,credit_card,1,1617.61
ORD000973,credit_card,12,1424.96
ORD000974,credit_card,1,239.0
ORD000975,credit_card,1,92.39
ORD000976,boleto,3,1955.62
ORD000977,boleto,1,928.55
ORD000978,boleto,3,676.29
ORD000979,voucher,1,444.18
ORD000980,credit_card,3,1314.81
ORD000981,credit_card,1,371.9
ORD000982,credit_card,1,1556.0
ORD000983,boleto,12,1187.45
ORD000984,credit_card,2,1621.36
ORD000985,credit_card,6,943.43
ORD000986,credit_card,1,435.38
ORD000987,credit_card,6,822.28
ORD000988,voucher,12,879.39
ORD000989,credit_card,1,1118.78
ORD000990,credit_card,1,971.6
ORD000991,credit_card,3,1124.64
ORD000992,debit_card,1,902.0
ORD000993,credit_card,12,275.87
ORD000994,credit_card,1,406.71
ORD000995,credit_card,1,1866.39
ORD000996,voucher,1,168.44
ORD000997,credit_card,6,1360.8
ORD000998,credit_card,12,1784.36
ORD000999,credit_card,12,1647.5
ORD001000,voucher,6,324.91
ORD001001,credit_card,1,1418.15
ORD001002,credit_card,2,613.38
ORD001003,credit_card,6,572.8
ORD001004,credit_card,2,325.97
ORD001005,credit_card,2,1513.03
ORD001006,credit_card,2,885.7
ORD001007,boleto,1,810.84
ORD001008,boleto,1,1962.84
ORD001009,credit_card,1,1330.34
ORD001010,credit_card,2,673.4
ORD001011,credit_card,1,168.43
ORD001012,boleto,6,672.57
ORD001013,credit_card,3,892.0
ORD001014,credit_card,2,1322.33
ORD001015,credit_card,6,373.63
ORD001016,credit_card,2,1604.74
ORD001017,boleto,6,560.7
ORD001018,boleto,6,274.3
ORD001019,boleto,12,1524.96
ORD001020,credit_card,1,844.57
ORD001021,credit_card,1,616.31
ORD001022,boleto,1,1665.85
ORD001023,boleto,1,1509.45
ORD001024,credit_card,2,1109.67
ORD001025,voucher,2,1427.63
ORD001026,credit_card,2,1121.11
ORD001027,credit_card,2,602.24
ORD001028,credit_card,6,973.84
ORD001029,boleto,3,119.41
ORD001030,credit_card,12,1344.3
ORD001031,credit_card,6,897.3
ORD001032,debit_card,2,1244.52
ORD001033,boleto,1,949.02
ORD001034,boleto,12,237.37
ORD001035,debit_card,1,993.29
ORD001036,credit_card,2,1184.19
ORD001037,boleto,6,381.99
ORD001038,credit_card,6,1148.62
ORD001039,credit_card,2,235.69
ORD001040,credit_card,1,1655.99
ORD001041,credit_card,1,484.49
ORD001042,credit_card,6,1911.2
ORD001043,credit_card,1,750.71
ORD001044,credit_card,12,424.26
ORD001045,voucher,1,630.62
ORD001046,credit_card,1,456.35
ORD001047,credit_card,1,1242.34
ORD001048,credit_card,2,319.72
ORD001049,credit_card,3,1222.65
ORD001050,boleto,1,1034.91
ORD001051,credit_card,2,1321.0
ORD001052,credit_card,1,458.25
ORD001053,credit_card,1,148.26
ORD001054,credit_card,3,1438.74
ORD001055,credit_card,1,1823.74
ORD001056,credit_card,2,1887.88
ORD001057,credit_card,2,1031.59
ORD001058,credit_card,3,1390.8
ORD001059,credit_card,3,134.41
ORD001060,boleto,3,758.29
ORD001061,credit_card,6,554.61
ORD001062,credit_card,3,1248.0
ORD001063,voucher,6,69.02
ORD001064,voucher,1,418.78
ORD001065,credit_card,3,548.13
ORD001066,credit_card,2,714.36
ORD001067,credit_card,1,1624.94
ORD001068,credit_card,1,902.37
ORD001069,credit_card,3,1481.75
ORD001070,boleto,6,1637.83
ORD001071,boleto,12,204.0
ORD001072,boleto,1,1639.98
ORD001073,voucher,2,1506.43
ORD001074,credit_card,3,1412.84
ORD001075,credit_card,2,1563.7
ORD001076,credit_card,1,1552.55
ORD001077,voucher,6,1889.06
ORD001078,credit_card,12,539.63
ORD001079,credit_card,6,1757.43
ORD001080,credit_card,12,1517.08
ORD001081,credit_card,1,1993.35
ORD001082,credit_card,1,1291.09
ORD001083,credit_card,6,636.54
ORD001084,credit_card,1,1747.34
ORD001085,credit_card,1,1964.59
ORD001086,boleto,1,1148.43
ORD001087,credit_card,1,1781.16
ORD001088,boleto,1,323.22
ORD001089,boleto,2,1388.27
ORD001090,debit_card,1,1206.27
ORD001091,voucher,1,596.04
ORD001092,credit_card,2,762.26
ORD001093,voucher,6,1884.2
ORD001094,credit_card,1,219.38
ORD001095,debit_card,1,1521.13
ORD001096,credit_card,6,460.98
ORD001097,credit_card,1,1677.69
ORD001098,credit_card,1,1622.09
ORD001099,boleto,6,1783.12
ORD001100,credit_card,3,1162.14
ORD001101,credit_card,1,605.54
ORD001102,voucher,3,1787.49
ORD001103,credit_card,1,623.14
ORD001104,credit_card,1,576.27
ORD001105,credit_card,6,306.18
ORD001106,credit_card,3,1687.34
ORD001107,boleto,2,511.35
ORD001108,credit_card,2,1266.88
ORD001109,voucher,1,1167.95
ORD001110,credit_card,2,1351.04
ORD001111,boleto,3,1785.84
ORD001112,boleto,12,1980.09
ORD001113,boleto,2,627.02
ORD001114,boleto,1,904.7
ORD001115,voucher,3,1925.38
ORD001116,credit_card,12,1805.68
ORD001117,credit_card,6,1219.34
ORD001118,credit_card,3,1831.77
ORD001119,credit_card,2,1495.77
ORD001120,credit_card,1,56.85
ORD001121,credit_card,2,592.58
ORD001122,credit_card,1,1723.11
ORD001123,boleto,1,1655.98
ORD001124,credit_card,1,715.11
ORD001125,boleto,2,1156.77
ORD001126,credit_card,2,1592.53
ORD001127,credit_card,6,643.15
ORD001128,credit_card,1,910.87
ORD001129,credit_card,12,1321.9
ORD001130,debit_card,1,790.68
ORD001131,boleto,3,605.86
ORD001132,credit_card,1,1769.1
ORD001133,credit_card,2,434.61
ORD001134,credit_card,6,1128.41
ORD001135,credit_card,2,378.53
ORD001136,voucher,6,1357.14
ORD001137,credit_card,1,173.81
ORD001138,boleto,1,1995.16
ORD001139,credit_card,2,1978.66
ORD001140,credit_card,6,1453.67
ORD001141,credit_card,12,1149.2
ORD001142,credit_card,2,363.58
ORD001143,credit_card,3,249.47
ORD001144,credit_card,1,254.17
ORD001145,boleto,1,1748.53
ORD001146,boleto,6,1032.7
ORD001147,credit_card,1,1469.29
ORD001148,credit_card,12,600.56
ORD001149,voucher,2,360.51
ORD001150,credit_card,1,1967.56
ORD001151,credit_card,1,1925.18
ORD001152,credit_card,1,896.43
ORD001153,credit_card,2,1791.21
ORD001154,credit_card,3,769.92
ORD001155,boleto,1,1800.93
ORD001156,boleto,12,769.24
ORD001157,credit_card,2,484.38
ORD001158,credit_card,6,1276.39
ORD001159,credit_card,1,1742.26
ORD001160,credit_card,6,50.89
ORD001161,boleto,6,1872.96
ORD001162,credit_card,12,626.04
ORD001163,credit_card,1,1374.44
ORD001164,credit_card,1,427.05
ORD001165,credit_card,1,673.5
ORD001166,credit_card,1,1713.19
ORD001167,boleto,1,129.05
ORD001168,credit_card,1,729.39
ORD001169,boleto,12,1652.88
ORD001170,boleto,1,74.77
ORD001171,credit_card,1,1349.29
ORD001172,voucher,1,1277.65
ORD001173,credit_card,1,1682.17
ORD001174,credit_card,1,1525.68
ORD001175,boleto,1,1450.55
ORD001176,credit_card,12,1155.55
ORD001177,boleto,1,1706.19
ORD001178,credit_card,1,566.04
ORD001179,credit_card,1,810.3
ORD001180,boleto,1,1469.39
ORD001181,credit_card,12,913.92
ORD001182,credit_card,2,460.78
ORD001183,voucher,2,1257.1
ORD001184,credit_card,1,1959.45
ORD001185,credit_card,1,1395.77
ORD001186,credit_card,1,430.59
ORD001187,credit_card,6,1374.93
ORD001188,credit_card,2,1250.37
ORD001189,credit_card,1,1633.37
ORD001190,boleto,12,768.67
ORD001191,credit_card,3,975.4
ORD001192,boleto,3,941.57
ORD001193,credit_card,1,1415.21
ORD001194,debit_card,6,1330.61
ORD001195,credit_card,2,288.97
ORD001196,credit_card,1,1647.49
ORD001197,credit_card,1,875.54
ORD001198,debit_card,3,1646.47
ORD001199,credit_card,6,861.53
ORD001200,debit_card,6,816.9
ORD001201,boleto,1,665.12
ORD001202,boleto,1,952.92
ORD001203,credit_card,1,654.38
ORD001204,credit_card,1,825.04
ORD001205,credit_card,6,525.05
ORD001206,credit_card,1,747.25
ORD001207,boleto,2,1042.07
ORD001208,credit_card,6,273.39
ORD001209,credit_card,12,275.81
ORD001210,credit_card,2,158.57
ORD001211,credit_card,6,1162.2
ORD001212,boleto,6,847.14
ORD001213,credit_card,12,1163.05
ORD001214,boleto,3,1218.39
ORD001215,credit_card,1,1250.81
ORD001216,credit_card,1,1940.04
ORD001217,credit_card,1,597.37
ORD001218,credit_card,1,1190.05
ORD001219,credit_card,1,843.02
ORD001220,credit_card,1,350.92
ORD001221,boleto,6,656.83
ORD001222,credit_card,1,441.66
ORD001223,credit_card,3,1221.18
ORD001224,credit_card,2,385.68
ORD001225,credit_card,6,1821.66
ORD001226,credit_card,2,212.83
ORD001227,credit_card,1,860.35
ORD001228,credit_card,1,1440.77
ORD001229,boleto,1,452.09
ORD001230,credit_card,1,1018.44
ORD001231,credit_card,2,1551.48
ORD001232,credit_card,1,915.76
ORD001233,credit_card,6,1280.15
ORD001234,credit_card,1,184.95
ORD001235,debit_card,6,1486.89
ORD001236,credit_card,12,485.6
ORD001237,credit_card,2,532.22
ORD001238,voucher,6,1491.9
ORD001239,credit_card,2,158.81
ORD001240,credit_card,12,153.78
ORD001241,credit_card,2,966.06
ORD001242,credit_card,3,1098.66
ORD001243,credit_card,1,878.75
ORD001244,credit_card,1,797.05
ORD001245,boleto,6,1382.77
ORD001246,debit_card,1,767.0
ORD001247,debit_card,2,601.37
ORD001248,credit_card,3,1996.32
ORD001249,credit_card,1,121.26
ORD001250,credit_card,2,690.05
ORD001251,boleto,1,1117.89
ORD001252,debit_card,12,1397.32
ORD001253,boleto,2,1945.86
ORD001254,credit_card,12,885.0
ORD001255,boleto,1,1492.17
ORD001256,voucher,3,1343.28
ORD001257,debit_card,3,756.96
ORD001258,boleto,6,653.22
ORD001259,credit_card,2,1455.92
ORD001260,credit_card,6,1103.28
ORD001261,credit_card,2,1825.99
ORD001262,credit_card,2,157.99
ORD001263,credit_card,1,1371.77
ORD001264,boleto,3,262.74
ORD001265,boleto,6,1699.81
ORD001266,credit_card,1,795.05
ORD001267,credit_card,1,1130.74
ORD001268,credit_card,1,1713.57
ORD001269,credit_card,12,783.98
ORD001270,boleto,2,1932.8
ORD001271,credit_card,6,1353.57
ORD001272,credit_card,3,773.35
ORD001273,credit_card,1,931.03
ORD001274,credit_card,3,812.91
ORD001275,boleto,6,886.74
ORD001276,credit_card,2,1681.6
ORD001277,credit_card,2,447.24
ORD001278,credit_card,1,782.87
ORD001279,credit_card,3,1764.19
ORD001280,boleto,12,1339.4
ORD001281,boleto,1,1768.74
ORD001282,boleto,3,304.04
ORD001283,credit_card,6,1571.15
ORD001284,credit_card,3,839.24
ORD001285,credit_card,1,330.11
ORD001286,voucher,1,242.06
ORD001287,credit_card,6,1262.24
ORD001288,credit_card,2,1273.38
ORD001289,credit_card,6,220.01
ORD001290,credit_card,1,486.23
ORD001291,credit_card,3,805.2
ORD001292,boleto,2,1898.27
ORD001293,credit_card,3,1960.77
ORD001294,credit_card,2,866.61
ORD001295,boleto,3,501.74
ORD001296,credit_card,6,1234.42
ORD001297,credit_card,1,786.83
ORD001298,credit_card,1,1376.51
ORD001299,credit_card,3,1689.65
ORD001300,credit_card,6,1866.41
ORD001301,credit_card,12,1811.25
ORD001302,credit_card,3,1020.82
ORD001303,credit_card,1,1014.89
ORD001304,boleto,2,368.03
ORD001305,credit_card,1,1585.82
ORD001306,boleto,3,430.78
ORD001307,boleto,12,778.25
ORD001308,credit_card,12,920.25
ORD001309,credit_card,2,196.6
ORD001310,credit_card,2,554.74
ORD001311,credit_card,6,1411.7
ORD001312,voucher,2,851.92
ORD001313,credit_card,2,1401.12
ORD001314,credit_card,6,1499.45
ORD001315,boleto,1,1915.76
ORD001316,credit_card,6,1276.01
ORD001317,credit_card,2,862.51
ORD001318,boleto,3,104.63
ORD001319,credit_card,2,355.02
ORD001320,credit_card,2,820.16
ORD001321,voucher,3,1896.01
ORD001322,credit_card,1,1335.52
ORD001323,credit_card,6,1932.67
ORD001324,voucher,1,1644.49
ORD001325,credit_card,1,548.03
ORD001326,boleto,1,1834.16
ORD001327,credit_card,6,1425.78
ORD001328,debit_card,2,1638.21
ORD001329,debit_card,1,711.74
ORD001330,credit_card,1,924.74
ORD001331,credit_card,3,570.0
ORD001332,credit_card,1,561.99
ORD001333,credit_card,3,1970.72
ORD001334,credit_card,12,938.04
ORD001335,boleto,1,578.22
ORD001336,credit_card,2,1449.69
ORD001337,boleto,1,408.54
ORD001338,boleto,1,237.91
ORD001339,credit_card,1,1609.77
ORD001340,credit_card,1,1290.83
ORD001341,credit_card,2,100.3
ORD001342,credit_card,1,1211.12
ORD001343,credit_card,6,1844.62
ORD001344,credit_card,6,1840.67
ORD001345,credit_card,2,982.73
ORD001346,credit_card,1,1623.03
ORD001347,boleto,2,1929.32
ORD001348,credit_card,6,526.3
ORD001349,credit_card,12,1062.78
ORD001350,credit_card,3,1534.09
ORD001351,boleto,3,1007.66
ORD001352,credit_card,2,74.47
ORD001353,credit_card,2,1282.41
ORD001354,credit_card,12,1510.01
ORD001355,credit_card,1,733.9
ORD001356,credit_card,2,1540.22
ORD001357,credit_card,1,1940.4
ORD001358,credit_card,2,68.45
ORD001359,boleto,1,426.88
ORD001360,credit_card,1,534.47
ORD001361,credit_card,3,1964.43
ORD001362,credit_card,1,1355.52
ORD001363,debit_card,12,1088.95
ORD001364,credit_card,1,689.97
ORD001365,boleto,1,1218.79
ORD001366,credit_card,12,438.54
ORD001367,credit_card,3,1369.84
ORD001368,boleto,1,162.14
ORD001369,debit_card,1,1158.87
ORD001370,credit_card,1,1394.95
ORD001371,credit_card,3,649.79
ORD001372,credit_card,1,1254.78
ORD001373,credit_card,2,1902.95
ORD001374,credit_card,6,759.93
ORD001375,credit_card,2,1495.4
ORD001376,credit_card,1,218.59
ORD001377,boleto,12,133.68
ORD001378,credit_card,6,428.89
ORD001379,credit_card,1,1890.41
ORD001380,boleto,2,1671.18
ORD001381,voucher,1,1197.2
ORD001382,credit_card,12,1755.68
ORD001383,boleto,2,1079.44
ORD001384,credit_card,2,465.17
ORD001385,credit_card,1,1400.77
ORD001386,voucher,2,1539.74
ORD001387,credit_card,1,1869.81
ORD001388,credit_card,12,157.23
ORD001389,credit_card,3,628.26
ORD001390,voucher,1,572.46
ORD001391,credit_card,3,1866.92
ORD001392,credit_card,3,195.03
ORD001393,credit_card,1,841.25
ORD001394,credit_card,1,1302.51
ORD001395,debit_card,2,1366.8
ORD001396,boleto,2,442.36
ORD001397,credit_card,6,56.97
ORD001398,credit_card,2,441.87
ORD001399,voucher,1,603.99
ORD001400,credit_card,2,731.42
ORD001401,credit_card,6,1168.15
ORD001402,credit_card,1,867.75
ORD001403,debit_card,1,1277.38
ORD001404,boleto,1,1516.69
ORD001405,credit_card,2,1693.72
ORD001406,boleto,1,75.11
ORD001407,credit_card,1,1580.89
ORD001408,boleto,3,1583.52
ORD001409,credit_card,6,1054.23
ORD001410,voucher,2,1839.9
ORD001411,voucher,3,663.24
ORD001412,credit_card,12,1322.36
ORD001413,credit_card,1,1794.82
ORD001414,debit_card,1,1991.18
ORD001415,credit_card,6,1375.89
ORD001416,credit_card,1,1069.43
ORD001417,voucher,1,1437.56
ORD001418,debit_card,6,752.43
ORD001419,credit_card,3,1431.41
ORD001420,boleto,6,543.52
ORD001421,credit_card,2,1455.58
ORD001422,boleto,2,154.3
ORD001423,credit_card,3,635.21
ORD001424,credit_card,6,1200.27
ORD001425,voucher,12,1028.31
ORD001426,credit_card,1,179.96
ORD001427,credit_card,3,470.24
ORD001428,credit_card,12,1219.93
ORD001429,boleto,3,1528.63
ORD001430,credit_card,2,943.99
ORD001431,credit_card,1,1392.47
ORD001432,credit_card,1,709.74
ORD001433,credit_card,3,598.49
ORD001434,credit_card,3,1733.72
ORD001435,boleto,1,563.12
ORD001436,credit_card,12,574.04
ORD001437,credit_card,12,1585.51
ORD001438,credit_card,2,1105.77
ORD001439,credit_card,2,1509.68
ORD001440,credit_card,1,1567.64
ORD001441,credit_card,3,95.38
ORD001442,credit_card,1,1726.11
ORD001443,credit_card,1,903.42
ORD001444,credit_card,1,1634.11
ORD001445,credit_card,12,1321.41
ORD001446,credit_card,3,1924.99
ORD001447,credit_card,2,1203.33
ORD001448,debit_card,6,1220.87
ORD001449,credit_card,1,307.85
ORD001450,credit_card,1,196.14
ORD001451,credit_card,1,590.64
ORD001452,voucher,1,737.5
ORD001453,credit_card,1,1375.15
ORD001454,credit_card,3,1298.16
ORD001455,credit_card,1,382.34
ORD001456,boleto,12,625.37
ORD001457,credit_card,12,1480.12
ORD001458,credit_card,3,833.61
ORD001459,boleto,2,495.21
ORD001460,credit_card,3,467.81
ORD001461,credit_card,1,749.49
ORD001462,boleto,3,319.63
ORD001463,credit_card,6,1837.39
ORD001464,boleto,1,851.87
ORD001465,credit_card,1,1669.98
ORD001466,credit_card,6,1253.74
ORD001467,debit_card,6,899.11
ORD001468,boleto,2,1764.28
ORD001469,credit_card,1,1948.19
ORD001470,credit_card,6,522.58
ORD001471,credit_card,2,1520.66
ORD001472,credit_card,2,437.39
ORD001473,credit_card,1,1750.75
ORD001474,boleto,1,1677.36
ORD001475,credit_card,3,822.19
ORD001476,credit_card,1,1277.09
ORD001477,credit_card,6,819.22
ORD001478,voucher,1,1539.95
ORD001479,boleto,3,700.18
ORD001480,boleto,2,127.32
ORD001481,credit_card,2,1471.2
ORD001482,boleto,6,1804.56
ORD001483,debit_card,12,1596.99
ORD001484,credit_card,1,692.04
ORD001485,credit_card,2,116.07
ORD001486,credit_card,6,1425.74
ORD001487,credit_card,2,577.42
ORD001488,credit_card,2,282.97
ORD001489,credit_card,3,1705.01
ORD001490,boleto,2,349.45
ORD001491,credit_card,3,395.55
ORD001492,credit_card,2,1467.52
ORD001493,debit_card,1,839.98
ORD001494,credit_card,3,291.35
ORD001495,credit_card,3,515.3
ORD001496,credit_card,3,1638.99
ORD001497,credit_card,1,516.63
ORD001498,credit_card,3,1919.35
ORD001499,credit_card,6,222.45
ORD001500,credit_card,2,1603.26
ORD001501,credit_card,1,82.34
ORD001502,debit_card,6,1970.18
ORD001503,voucher,2,1000.44
ORD001504,credit_card,12,1253.05
ORD001505,credit_card,12,1649.25
ORD001506,boleto,2,477.44
ORD001507,credit_card,1,1092.87
ORD001508,credit_card,1,55.08
ORD001509,credit_card,3,1033.23
ORD001510,credit_card,6,1084.98
ORD001511,credit_card,1,929.13
ORD001512,voucher,2,309.58
ORD001513,boleto,3,1350.52
ORD001514,credit_card,2,1046.74
ORD001515,credit_card,2,114.8
ORD001516,credit_card,1,1966.87
ORD001517,credit_card,6,771.59
ORD001518,credit_card,2,653.83
ORD001519,credit_card,1,1390.82
ORD001520,credit_card,1,1767.4
ORD001521,debit_card,1,504.87
ORD001522,credit_card,1,282.43
ORD001523,credit_card,1,1693.35
ORD001524,boleto,3,967.31
ORD001525,credit_card,1,1296.49
ORD001526,voucher,2,1418.51
ORD001527,boleto,3,981.37
ORD001528,credit_card,6,79.28
ORD001529,boleto,1,1922.27
ORD001530,credit_card,2,1175.45
ORD001531,credit_card,2,129.33
ORD001532,debit_card,2,1169.38
ORD001533,credit_card,2,956.49
ORD001534,credit_card,1,564.58
ORD001535,credit_card,2,1306.52
ORD001536,boleto,1,679.65
ORD001537,credit_card,6,1626.81
ORD001538,credit_card,6,1548.55
ORD001539,credit_card,2,591.62
ORD001540,credit_card,6,1908.5
ORD001541,credit_card,1,1867.85
ORD001542,credit_card,12,1844.13
ORD001543,credit_card,2,842.66
ORD001544,credit_card,2,1362.15
ORD001545,credit_card,1,1883.45
ORD001546,credit_card,3,757.24
ORD001547,boleto,3,1318.09
ORD001548,boleto,3,1686.01
ORD001549,credit_card,1,453.04
ORD001550,credit_card,6,809.17
ORD001551,credit_card,12,845.21
ORD001552,credit_card,12,1917.81
ORD001553,credit_card,2,83.71
ORD001554,boleto,3,1407.89
ORD001555,boleto,1,203.54
ORD001556,boleto,2,523.03
ORD001557,credit_card,12,369.08
ORD001558,boleto,3,185.6
ORD001559,credit_card,6,420.38
ORD001560,credit_card,1,494.61
ORD001561,boleto,12,828.2
ORD001562,credit_card,1,361.1
ORD001563,credit_card,1,1032.3
ORD001564,credit_card,12,910.29
ORD001565,boleto,1,1996.74
ORD001566,credit_card,12,126.59
ORD001567,boleto,1,218.39
ORD001568,credit_card,3,1209.56
ORD001569,credit_card,12,132.37
ORD001570,credit_card,3,718.16
ORD001571,credit_card,3,454.16
ORD001572,credit_card,3,1506.03
ORD001573,credit_card,3,1940.72
ORD001574,credit_card,1,135.56
ORD001575,boleto,1,334.32
ORD001576,boleto,6,1452.23
ORD001577,voucher,6,719.67
ORD001578,credit_card,6,1078.14
ORD001579,boleto,12,67.25
ORD001580,credit_card,6,316.44
ORD001581,credit_card,12,1790.73
ORD001582,debit_card,1,1131.23
ORD001583,voucher,12,1636.77
ORD001584,voucher,6,1826.69
ORD001585,boleto,2,1275.54
ORD001586,credit_card,1,1335.47
ORD001587,debit_card,2,1074.53
ORD001588,credit_card,1,1138.69
ORD001589,credit_card,12,484.46
ORD001590,boleto,1,362.0
ORD001591,credit_card,1,1635.97
ORD001592,credit_card,2,1760.3
ORD001593,boleto,2,1589.85
ORD001594,credit_card,3,1284.62
ORD001595,credit_card,1,1016.35
ORD001596,boleto,1,725.03
ORD001597,credit_card,1,930.6
ORD001598,boleto,6,428.43
ORD001599,credit_card,2,1615.03
ORD001600,credit_card,1,1378.67
ORD001601,boleto,2,565.55
ORD001602,credit_card,6,788.13
ORD001603,credit_card,2,1854.63
ORD001604,credit_card,1,990.82
ORD001605,boleto,1,1867.72
ORD001606,credit_card,3,828.49
ORD001607,boleto,1,300.98
ORD001608,boleto,1,455.09
ORD001609,boleto,2,1985.66
ORD001610,debit_card,2,1492.68
ORD001611,credit_card,1,457.1
ORD001612,credit_card,1,78.51
ORD001613,debit_card,1,1806.19
ORD001614,credit_card,1,1916.82
ORD001615,boleto,3,1600.28
