order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_customer_date
ORD000868,CUST01132,delivered,2017-05-04,2017-05-18
ORD000869,CUST02277,shipped,2017-05-04,2017-05-09
ORD000870,CUST00042,canceled,2017-05-04,2017-05-16
ORD000871,CUST02117,delivered,2017-05-05,2017-06-03
ORD000872,CUST00783,delivered,2017-05-05,2017-05-24
ORD000873,CUST00351,delivered,2017-05-05,2017-05-24
ORD000874,CUST00989,delivered,2017-05-05,2017-05-25
ORD000875,CUST02950,delivered,2017-05-05,2017-05-28
ORD000876,CUST01665,delivered,2017-05-05,2017-05-10
ORD000877,CUST02002,delivered,2017-05-05,2017-06-02
ORD000878,CUST02275,delivered,2017-05-05,2017-05-16
ORD000879,CUST00985,delivered,2017-05-06,2017-05-16
ORD000880,CUST02829,delivered,2017-05-06,2017-05-12
ORD000881,CUST01951,delivered,2017-05-06,2017-05-12
ORD000882,CUST02646,delivered,2017-05-06,2017-05-11
ORD000883,CUST02916,delivered,2017-05-06,2017-05-20
ORD000884,CUST02011,delivered,2017-05-06,2017-05-10
ORD000885,CUST01836,delivered,2017-05-07,2017-05-27
ORD000886,CUST00071,delivered,2017-05-07,2017-05-16
ORD000887,CUST00382,delivered,2017-05-07,2017-05-20
ORD000888,CUST01206,delivered,2017-05-07,2017-05-16
ORD000889,CUST00908,delivered,2017-05-07,2017-05-31
ORD000890,CUST01657,delivered,2017-05-07,2017-05-20
ORD000891,CUST02834,delivered,2017-05-07,2017-05-18
ORD000892,CUST00997,shipped,2017-05-08,2017-05-20
ORD000893,CUST01255,delivered,2017-05-08,2017-06-03
ORD000894,CUST02720,delivered,2017-05-09,2017-06-07
ORD000895,CUST02383,delivered,2017-05-09,2017-06-05
ORD000896,CUST01512,delivered,2017-05-09,2017-06-02
ORD000897,CUST01939,delivered,2017-05-09,2017-06-08
ORD000898,CUST02268,shipped,2017-05-09,2017-05-20
ORD000899,CUST02175,delivered,2017-05-09,2017-05-18
ORD000900,CUST01409,delivered,2017-05-10,2017-06-04
ORD000901,CUST01743,delivered,2017-05-10,2017-06-01
ORD000902,CUST02255,delivered,2017-05-10,2017-05-17
ORD000903,CUST01355,delivered,2017-05-10,2017-06-09
ORD000904,CUST01442,delivered,2017-05-10,2017-06-06
ORD000905,CUST02879,delivered,2017-05-11,2017-06-05
ORD000906,CUST01859,shipped,2017-05-11,2017-06-06
ORD000907,CUST01110,delivered,2017-05-11,2017-05-31
ORD000908,CUST01256,delivered,2017-05-11,2017-05-22
ORD000909,CUST01030,delivered,2017-05-11,2017-05-14
ORD000910,CUST00945,delivered,2017-05-11,2017-06-07
ORD000911,CUST00495,delivered,2017-05-11,2017-05-23
ORD000912,CUST02955,delivered,2017-05-12,2017-05-24
ORD000913,CUST00789,delivered,2017-05-12,2017-06-10
ORD000914,CUST01293,delivered,2017-05-12,2017-05-26
ORD000915,CUST00490,delivered,2017-05-12,2017-06-09
ORD000916,CUST02195,delivered,2017-05-12,2017-05-27
ORD000917,CUST02827,delivered,2017-05-13,2017-05-28
ORD000918,CUST00759,canceled,2017-05-13,2017-06-11
ORD000919,CUST00785,delivered,2017-05-13,2017-06-03
ORD000920,CUST00887,delivered,2017-05-13,2017-06-09
ORD000921,CUST01984,shipped,2017-05-13,2017-06-05
ORD000922,CUST01133,delivered,2017-05-14,2017-05-17
ORD000923,CUST02968,shipped,2017-05-14,2017-06-01
ORD000924,CUST02415,delivered,2017-05-14,2017-06-06
ORD000925,CUST02149,delivered,2017-05-14,2017-06-02
ORD000926,CUST02445,delivered,2017-05-14,2017-06-10
ORD000927,CUST01160,delivered,2017-05-14,2017-05-21
ORD000928,CUST00412,delivered,2017-05-14,2017-06-13
ORD000929,CUST00796,delivered,2017-05-14,2017-05-29
ORD000930,CUST01214,delivered,2017-05-14,2017-05-24
ORD000931,CUST00932,delivered,2017-05-14,2017-05-24
ORD000932,CUST01479,delivered,2017-05-14,2017-06-09
ORD000933,CUST00735,processing,2017-05-15,2017-06-10
ORD000934,CUST01239,delivered,2017-05-15,2017-05-24
ORD000935,CUST00058,delivered,2017-05-15,2017-06-02
ORD000936,CUST02901,delivered,2017-05-15,2017-05-25
ORD000937,CUST02188,delivered,2017-05-15,2017-06-03
ORD000938,CUST00519,canceled,2017-05-15,2017-06-05
ORD000939,CUST01124,delivered,2017-05-15,2017-06-12
ORD000940,CUST00187,delivered,2017-05-15,2017-06-04
ORD000941,CUST00224,delivered,2017-05-15,2017-06-11
ORD000942,CUST02267,delivered,2017-05-16,2017-06-02
ORD000943,CUST01197,delivered,2017-05-16,2017-06-11
ORD000944,CUST02857,delivered,2017-05-16,2017-06-14
ORD000945,CUST00518,delivered,2017-05-16,2017-06-02
ORD000946,CUST02613,delivered,2017-05-16,2017-05-29
ORD000947,CUST02011,delivered,2017-05-16,2017-06-13
ORD000948,CUST00421,canceled,2017-05-16,2017-05-21
ORD000949,CUST00051,shipped,2017-05-16,2017-05-29
ORD000950,CUST02352,delivered,2017-05-16,2017-06-15
ORD000951,CUST01165,delivered,2017-05-16,2017-05-25
ORD000952,CUST01923,delivered,2017-05-16,2017-06-01
ORD000953,CUST01961,delivered,2017-05-17,2017-06-13
ORD000954,CUST01805,canceled,2017-05-17,2017-06-11
ORD000955,CUST01396,delivered,2017-05-17,2017-06-02
ORD000956,CUST00756,delivered,2017-05-17,2017-05-26
ORD000957,CUST00211,delivered,2017-05-18,2017-06-04
ORD000958,CUST01035,delivered,2017-05-18,2017-06-04
ORD000959,CUST01957,delivered,2017-05-18,2017-06-17
ORD000960,CUST00468,delivered,2017-05-18,2017-06-07
ORD000961,CUST00268,delivered,2017-05-18,2017-05-21
ORD000962,CUST01642,delivered,2017-05-18,2017-06-01
ORD000963,CUST02015,delivered,2017-05-18,2017-05-25
ORD000964,CUST00304,delivered,2017-05-18,2017-06-08
ORD000965,CUST02364,delivered,2017-05-18,2017-06-17
ORD000966,CUST02579,delivered,2017-05-18,2017-05-25
ORD000967,CUST02812,delivered,2017-05-18,2017-05-30
ORD000968,CUST00220,delivered,2017-05-18,2017-06-13
ORD000969,CUST00622,delivered,2017-05-19,2017-05-22
ORD000970,CUST00612,delivered,2017-05-19,2017-06-06
ORD000971,CUST02306,delivered,2017-05-19,2017-06-16
ORD000972,CUST01245,canceled,2017-05-19,2017-06-12
ORD000973,CUST00349,delivered,2017-05-19,2017-06-17
ORD000974,CUST01017,delivered,2017-05-19,2017-06-02
ORD000975,CUST00486,delivered,2017-05-19,2017-06-01
ORD000976,CUST02286,delivered,2017-05-20,2017-05-30
ORD000977,CUST01705,delivered,2017-05-20,2017-06-05
ORD000978,CUST02484,delivered,2017-05-20,2017-06-05
ORD000979,CUST02442,delivered,2017-05-20,2017-06-13
ORD000980,CUST02534,delivered,2017-05-20,2017-06-16
ORD000981,CUST00925,delivered,2017-05-20,2017-06-04
ORD000982,CUST02141,delivered,2017-05-20,2017-06-16
ORD000983,CUST01559,delivered,2017-05-20,2017-06-16
ORD000984,CUST01846,delivered,2017-05-20,2017-06-14
ORD000985,CUST01814,delivered,2017-05-20,2017-06-09
ORD000986,CUST01218,delivered,2017-05-21,2017-06-02
ORD000987,CUST02411,delivered,2017-05-21,2017-06-03
ORD000988,CUST01757,delivered,2017-05-21,2017-06-11
ORD000989,CUST01251,delivered,2017-05-21,2017-05-24
ORD000990,CUST02330,delivered,2017-05-21,2017-06-11
ORD000991,CUST02544,delivered,2017-05-21,2017-06-18
ORD000992,CUST00247,delivered,2017-05-22,2017-05-26
ORD000993,CUST02498,delivered,2017-05-22,2017-05-29
ORD000994,CUST00407,delivered,2017-05-22,2017-05-29
ORD000995,CUST00852,delivered,2017-05-22,2017-06-04
ORD000996,CUST02563,delivered,2017-05-22,2017-06-12
ORD000997,CUST00865,canceled,2017-05-22,2017-06-14
ORD000998,CUST01084,delivered,2017-05-22,2017-06-19
ORD000999,CUST02706,processing,2017-05-22,2017-06-13
ORD001000,CUST00333,delivered,2017-05-22,2017-06-13
ORD001001,CUST00644,delivered,2017-05-22,2017-06-12
ORD001002,CUST00983,delivered,2017-05-23,2017-06-22
ORD001003,CUST00712,shipped,2017-05-23,2017-06-07
ORD001004,CUST02261,delivered,2017-05-23,2017-06-07
ORD001005,CUST00308,delivered,2017-05-23,2017-06-01
ORD001006,CUST00642,delivered,2017-05-23,2017-06-07
ORD001007,CUST00011,delivered,2017-05-23,2017-05-28
ORD001008,CUST01674,delivered,2017-05-24,2017-06-13
ORD001009,CUST01846,delivered,2017-05-24,2017-06-08
ORD001010,CUST02824,delivered,2017-05-24,2017-06-02
ORD001011,CUST02433,delivered,2017-05-24,2017-06-11
ORD001012,CUST01925,processing,2017-05-24,2017-05-30
ORD001013,CUST01193,canceled,2017-05-24,2017-06-06
ORD001014,CUST00134,delivered,2017-05-25,2017-06-15
ORD001015,CUST00949,delivered,2017-05-25,2017-06-11
ORD001016,CUST01181,canceled,2017-05-25,2017-06-17
ORD001017,CUST02896,delivered,2017-05-25,2017-06-06
ORD001018,CUST01159,delivered,2017-05-25,2017-05-30
ORD001019,CUST02880,canceled,2017-05-26,2017-06-03
ORD001020,CUST01860,delivered,2017-05-26,2017-06-01
ORD001021,CUST00292,delivered,2017-05-26,2017-06-19
ORD001022,CUST02816,delivered,2017-05-26,2017-06-15
ORD001023,CUST00957,canceled,2017-05-26,2017-06-03
ORD001024,CUST01084,processing,2017-05-27,2017-05-31
ORD001025,CUST02561,canceled,2017-05-27,2017-06-25
ORD001026,CUST02416,delivered,2017-05-27,2017-06-21
ORD001027,CUST02709,shipped,2017-05-27,2017-06-18
ORD001028,CUST00811,delivered,2017-05-28,2017-06-15
ORD001029,CUST01742,delivered,2017-05-28,2017-05-31
ORD001030,CUST00471,delivered,2017-05-28,2017-06-05
ORD001031,CUST02231,delivered,2017-05-28,2017-06-06
ORD001032,CUST00921,delivered,2017-05-28,2017-06-02
ORD001033,CUST02653,delivered,2017-05-28,2017-06-12
ORD001034,CUST00611,delivered,2017-05-28,2017-06-09
ORD001035,CUST01089,delivered,2017-05-28,2017-06-06
ORD001036,CUST00583,delivered,2017-05-29,2017-06-08
ORD001037,CUST00293,delivered,2017-05-29,2017-06-10
ORD001038,CUST00245,delivered,2017-05-29,2017-06-22
ORD001039,CUST00680,delivered,2017-05-29,2017-06-17
ORD001040,CUST01260,delivered,2017-05-29,2017-06-03
ORD001041,CUST02438,delivered,2017-05-29,2017-06-15
ORD001042,CUST02332,delivered,2017-05-29,2017-06-02
ORD001043,CUST01183,delivered,2017-05-29,2017-06-12
ORD001044,CUST01799,delivered,2017-05-29,2017-06-17
ORD001045,CUST00510,shipped,2017-05-29,2017-06-01
ORD001046,CUST01920,delivered,2017-05-29,2017-06-06
ORD001047,CUST02821,delivered,2017-05-29,2017-06-11
ORD001048,CUST01246,delivered,2017-05-30,2017-06-29
ORD001049,CUST02867,shipped,2017-05-30,2017-06-15
ORD001050,CUST01649,delivered,2017-05-30,2017-06-14
ORD001051,CUST01116,shipped,2017-05-30,2017-06-07
ORD001052,CUST02050,delivered,2017-05-30,2017-06-05
ORD001053,CUST02212,canceled,2017-05-30,2017-06-06
ORD001054,CUST02023,delivered,2017-05-30,2017-06-19
ORD001055,CUST01794,processing,2017-05-30,2017-06-15
ORD001056,CUST00330,delivered,2017-05-30,2017-06-17
ORD001057,CUST02450,delivered,2017-05-30,2017-06-25
ORD001058,CUST00164,delivered,2017-05-31,2017-06-05
ORD001059,CUST01770,delivered,2017-05-31,2017-06-15
ORD001060,CUST01321,delivered,2017-05-31,2017-06-30
ORD001061,CUST02473,shipped,2017-05-31,2017-06-09
ORD001062,CUST01026,processing,2017-05-31,2017-06-07
ORD001063,CUST00106,delivered,2017-05-31,2017-06-30
ORD001064,CUST00375,delivered,2017-06-01,2017-06-10
ORD001065,CUST00938,delivered,2017-06-01,2017-06-13
ORD001066,CUST02762,delivered,2017-06-01,2017-06-17
ORD001067,CUST02357,delivered,2017-06-01,2017-06-30
ORD001068,CUST02405,delivered,2017-06-01,2017-06-26
ORD001069,CUST00085,delivered,2017-06-01,2017-06-25
ORD001070,CUST02754,delivered,2017-06-01,2017-06-19
ORD001071,CUST01104,delivered,2017-06-01,2017-06-09
ORD001072,CUST02361,delivered,2017-06-01,2017-06-23
ORD001073,CUST00165,delivered,2017-06-01,2017-06-22
ORD001074,CUST00718,delivered,2017-06-02,2017-06-14
ORD001075,CUST01928,processing,2017-06-02,2017-06-23
ORD001076,CUST02126,delivered,2017-06-02,2017-06-11
ORD001077,CUST02669,delivered,2017-06-02,2017-06-21
ORD001078,CUST01812,delivered,2017-06-02,2017-06-27
ORD001079,CUST01140,delivered,2017-06-02,2017-06-26
ORD001080,CUST00744,canceled,2017-06-02,2017-06-19
ORD001081,CUST02398,delivered,2017-06-02,2017-06-13
ORD001082,CUST01786,delivered,2017-06-02,2017-06-11
ORD001083,CUST02601,delivered,2017-06-02,2017-06-05
ORD001084,CUST02015,shipped,2017-06-02,2017-06-09
ORD001085,CUST00374,canceled,2017-06-02,2017-06-19
ORD001086,CUST01926,delivered,2017-06-02,2017-06-07
ORD001087,CUST01426,delivered,2017-06-03,2017-07-02
ORD001088,CUST01673,delivered,2017-06-03,2017-06-18
ORD001089,CUST01366,processing,2017-06-03,2017-06-25
ORD001090,CUST01316,delivered,2017-06-03,2017-07-01
ORD001091,CUST02745,canceled,2017-06-03,2017-06-13
ORD001092,CUST00429,delivered,2017-06-03,2017-06-22
ORD001093,CUST00659,delivered,2017-06-04,2017-06-17
ORD001094,CUST01351,delivered,2017-06-04,2017-06-25
ORD001095,CUST01687,delivered,2017-06-04,2017-06-22
ORD001096,CUST02842,delivered,2017-06-04,2017-06-21
ORD001097,CUST02030,delivered,2017-06-04,2017-06-21
ORD001098,CUST01181,delivered,2017-06-04,2017-06-25
ORD001099,CUST02714,delivered,2017-06-04,2017-06-08
ORD001100,CUST01641,delivered,2017-06-05,2017-07-01
ORD001101,CUST02254,delivered,2017-06-05,2017-06-10
ORD001102,CUST00151,processing,2017-06-05,2017-06-17
ORD001103,CUST01863,shipped,2017-06-05,2017-06-28
ORD001104,CUST00361,canceled,2017-06-05,2017-06-22
ORD001105,CUST01289,processing,2017-06-06,2017-06-20
ORD001106,CUST01034,delivered,2017-06-06,2017-07-01
ORD001107,CUST01325,delivered,2017-06-06,2017-07-05
ORD001108,CUST00475,delivered,2017-06-06,2017-07-01
ORD001109,CUST01656,delivered,2017-06-06,2017-07-04
ORD001110,CUST02108,delivered,2017-06-07,2017-06-19
ORD001111,CUST00005,delivered,2017-06-07,2017-06-22
ORD001112,CUST02694,delivered,2017-06-07,2017-06-29
ORD001113,CUST02223,delivered,2017-06-07,2017-07-06
ORD001114,CUST01893,delivered,2017-06-07,2017-07-05
ORD001115,CUST01693,delivered,2017-06-07,2017-07-07
ORD001116,CUST00223,delivered,2017-06-07,2017-06-15
ORD001117,CUST00769,delivered,2017-06-07,2017-06-23
ORD001118,CUST02124,shipped,2017-06-07,2017-06-17
ORD001119,CUST01482,delivered,2017-06-07,2017-06-15
ORD001120,CUST02551,delivered,2017-06-07,2017-06-29
ORD001121,CUST02042,shipped,2017-06-07,2017-07-03
ORD001122,CUST02562,processing,2017-06-08,2017-06-24
ORD001123,CUST01811,shipped,2017-06-08,2017-06-25
ORD001124,CUST00212,delivered,2017-06-08,2017-06-23
ORD001125,CUST00834,delivered,2017-06-08,2017-07-02
ORD001126,CUST01094,delivered,2017-06-08,2017-06-16
ORD001127,CUST02250,delivered,2017-06-08,2017-07-03
ORD001128,CUST00537,delivered,2017-06-08,2017-06-29
ORD001129,CUST01180,delivered,2017-06-09,2017-06-15
ORD001130,CUST01795,delivered,2017-06-09,2017-06-24
ORD001131,CUST02861,delivered,2017-06-09,2017-07-04
ORD001132,CUST01986,delivered,2017-06-09,2017-06-13
ORD001133,CUST00498,delivered,2017-06-09,2017-06-19
ORD001134,CUST00119,delivered,2017-06-09,2017-07-09
ORD001135,CUST02581,delivered,2017-06-09,2017-06-17
ORD001136,CUST02494,delivered,2017-06-10,2017-06-21
ORD001137,CUST00981,shipped,2017-06-10,2017-07-03
ORD001138,CUST02908,delivered,2017-06-10,2017-06-30
ORD001139,CUST00649,delivered,2017-06-10,2017-06-22
ORD001140,CUST01273,delivered,2017-06-10,2017-07-04
ORD001141,CUST02257,delivered,2017-06-10,2017-06-15
ORD001142,CUST00057,delivered,2017-06-10,2017-07-05
ORD001143,CUST02263,delivered,2017-06-10,2017-07-06
ORD001144,CUST01672,delivered,2017-06-11,2017-07-07
ORD001145,CUST00382,delivered,2017-06-11,2017-06-20
ORD001146,CUST00921,shipped,2017-06-11,2017-06-29
ORD001147,CUST00465,delivered,2017-06-11,2017-06-27
ORD001148,CUST01891,delivered,2017-06-11,2017-07-08
ORD001149,CUST00482,shipped,2017-06-11,2017-07-01
ORD001150,CUST02654,shipped,2017-06-11,2017-06-17
ORD001151,CUST00631,delivered,2017-06-11,2017-06-25
ORD001152,CUST02042,delivered,2017-06-11,2017-06-16
ORD001153,CUST02936,delivered,2017-06-12,2017-07-09
ORD001154,CUST01196,delivered,2017-06-12,2017-06-18
ORD001155,CUST02085,delivered,2017-06-12,2017-07-01
ORD001156,CUST02890,delivered,2017-06-13,2017-07-10
ORD001157,CUST01120,delivered,2017-06-13,2017-07-10
ORD001158,CUST01702,shipped,2017-06-13,2017-06-26
ORD001159,CUST01977,shipped,2017-06-13,2017-06-29
ORD001160,CUST01935,delivered,2017-06-13,2017-06-30
ORD001161,CUST00999,delivered,2017-06-13,2017-06-21
ORD001162,CUST01871,delivered,2017-06-13,2017-06-24
ORD001163,CUST02258,delivered,2017-06-14,2017-06-23
ORD001164,CUST00593,delivered,2017-06-14,2017-07-03
ORD001165,CUST01572,delivered,2017-06-14,2017-06-18
ORD001166,CUST00781,delivered,2017-06-14,2017-07-01
ORD001167,CUST02456,delivered,2017-06-14,2017-06-17
ORD001168,CUST02082,delivered,2017-06-14,2017-06-19
ORD001169,CUST00560,delivered,2017-06-14,2017-07-07
ORD001170,CUST00286,delivered,2017-06-14,2017-07-09
ORD001171,CUST01132,delivered,2017-06-14,2017-07-08
ORD001172,CUST01700,processing,2017-06-14,2017-07-10
ORD001173,CUST01393,delivered,2017-06-14,2017-07-01
ORD001174,CUST02080,delivered,2017-06-14,2017-06-29
ORD001175,CUST01095,delivered,2017-06-15,2017-06-28
ORD001176,CUST00011,delivered,2017-06-15,2017-07-11
ORD001177,CUST01159,delivered,2017-06-15,2017-06-30
ORD001178,CUST02974,delivered,2017-06-15,2017-07-15
ORD001179,CUST01223,delivered,2017-06-15,2017-06-24
ORD001180,CUST02405,delivered,2017-06-15,2017-06-30
ORD001181,CUST02376,processing,2017-06-15,2017-06-19
ORD001182,CUST02704,delivered,2017-06-15,2017-06-18
ORD001183,CUST02006,delivered,2017-06-15,2017-06-26
ORD001184,CUST00609,canceled,2017-06-16,2017-06-22
ORD001185,CUST01830,delivered,2017-06-16,2017-07-11
ORD001186,CUST02207,canceled,2017-06-16,2017-06-23
ORD001187,CUST01984,delivered,2017-06-16,2017-06-29
ORD001188,CUST01414,delivered,2017-06-16,2017-07-10
ORD001189,CUST01362,delivered,2017-06-16,2017-07-12
ORD001190,CUST02261,delivered,2017-06-17,2017-07-04
ORD001191,CUST02226,delivered,2017-06-17,2017-07-05
ORD001192,CUST01546,delivered,2017-06-17,2017-07-04
ORD001193,CUST01866,delivered,2017-06-17,2017-06-22
ORD001194,CUST01319,delivered,2017-06-17,2017-06-22
ORD001195,CUST00773,delivered,2017-06-17,2017-07-07
ORD001196,CUST02857,shipped,2017-06-17,2017-07-11
ORD001197,CUST00979,processing,2017-06-18,2017-06-28
ORD001198,CUST02343,processing,2017-06-18,2017-07-13
ORD001199,CUST01569,delivered,2017-06-18,2017-07-05
ORD001200,CUST00957,delivered,2017-06-18,2017-06-25
ORD001201,CUST01683,delivered,2017-06-18,2017-07-06
ORD001202,CUST00179,delivered,2017-06-18,2017-07-17
ORD001203,CUST01304,delivered,2017-06-19,2017-06-30
ORD001204,CUST01938,delivered,2017-06-19,2017-07-18
ORD001205,CUST02889,delivered,2017-06-19,2017-06-27
ORD001206,CUST01562,delivered,2017-06-19,2017-06-27
ORD001207,CUST01582,delivered,2017-06-20,2017-07-19
ORD001208,CUST02719,delivered,2017-06-20,2017-06-23
ORD001209,CUST02671,delivered,2017-06-20,2017-07-12
ORD001210,CUST00624,processing,2017-06-20,2017-06-26
ORD001211,CUST02029,delivered,2017-06-20,2017-06-28
ORD001212,CUST00152,delivered,2017-06-20,2017-07-02
ORD001213,CUST00518,delivered,2017-06-20,2017-06-26
ORD001214,CUST02058,delivered,2017-06-20,2017-07-10
ORD001215,CUST02418,delivered,2017-06-21,2017-07-17
ORD001216,CUST01360,delivered,2017-06-21,2017-07-06
ORD001217,CUST00412,delivered,2017-06-21,2017-06-29
ORD001218,CUST01804,delivered,2017-06-21,2017-06-26
ORD001219,CUST00409,delivered,2017-06-21,2017-07-15
ORD001220,CUST02155,delivered,2017-06-21,2017-07-18
ORD001221,CUST01872,processing,2017-06-21,2017-06-24
ORD001222,CUST00063,delivered,2017-06-21,2017-07-15
ORD001223,CUST02960,delivered,2017-06-21,2017-07-02
ORD001224,CUST00591,canceled,2017-06-21,2017-06-28
ORD001225,CUST01680,delivered,2017-06-22,2017-07-09
ORD001226,CUST02682,delivered,2017-06-22,2017-07-06
ORD001227,CUST00633,delivered,2017-06-22,2017-06-30
ORD001228,CUST00307,delivered,2017-06-22,2017-07-01
ORD001229,CUST01924,processing,2017-06-22,2017-07-17
ORD001230,CUST01086,delivered,2017-06-23,2017-06-27
ORD001231,CUST01387,shipped,2017-06-23,2017-07-17
ORD001232,CUST02553,delivered,2017-06-23,2017-07-13
ORD001233,CUST02838,delivered,2017-06-23,2017-07-02
ORD001234,CUST01629,delivered,2017-06-23,2017-07-10
ORD001235,CUST02662,delivered,2017-06-24,2017-07-19
ORD001236,CUST00329,delivered,2017-06-24,2017-06-28
ORD001237,CUST01346,shipped,2017-06-24,2017-07-23
ORD001238,CUST02763,delivered,2017-06-24,2017-07-17
ORD001239,CUST02186,processing,2017-06-24,2017-07-22
ORD001240,CUST01557,delivered,2017-06-24,2017-07-13
ORD001241,CUST01298,shipped,2017-06-24,2017-07-17
ORD001242,CUST02568,delivered,2017-06-24,2017-07-18
ORD001243,CUST02944,delivered,2017-06-24,2017-07-19
ORD001244,CUST01999,delivered,2017-06-25,2017-07-19
ORD001245,CUST02217,delivered,2017-06-25,2017-07-01
ORD001246,CUST00148,delivered,2017-06-25,2017-07-10
ORD001247,CUST02530,delivered,2017-06-25,2017-07-20
ORD001248,CUST00281,delivered,2017-06-25,2017-07-07
ORD001249,CUST00962,canceled,2017-06-25,2017-07-12
ORD001250,CUST02586,delivered,2017-06-26,2017-06-30
ORD001251,CUST02804,delivered,2017-06-26,2017-07-18
ORD001252,CUST01178,delivered,2017-06-27,2017-06-30
ORD001253,CUST00932,delivered,2017-06-27,2017-07-01
ORD001254,CUST00371,delivered,2017-06-27,2017-07-24
ORD001255,CUST01778,delivered,2017-06-27,2017-07-12
ORD001256,CUST00404,delivered,2017-06-27,2017-07-24
ORD001257,CUST02596,delivered,2017-06-27,2017-07-06
ORD001258,CUST02884,delivered,2017-06-27,2017-07-07
ORD001259,CUST00412,delivered,2017-06-27,2017-07-11
ORD001260,CUST01818,delivered,2017-06-28,2017-07-08
ORD001261,CUST00682,delivered,2017-06-28,2017-07-07
ORD001262,CUST02843,delivered,2017-06-28,2017-07-03
ORD001263,CUST01227,delivered,2017-06-28,2017-07-01
ORD001264,CUST00119,delivered,2017-06-28,2017-07-14
ORD001265,CUST00189,delivered,2017-06-28,2017-07-01
ORD001266,CUST01329,delivered,2017-06-28,2017-07-01
ORD001267,CUST00230,delivered,2017-06-29,2017-07-12
ORD001268,CUST01202,delivered,2017-06-29,2017-07-28
ORD001269,CUST01469,delivered,2017-06-29,2017-07-08
ORD001270,CUST01536,delivered,2017-06-29,2017-07-23
ORD001271,CUST01765,delivered,2017-06-29,2017-07-23
ORD001272,CUST00597,shipped,2017-06-29,2017-07-04
ORD001273,CUST01001,delivered,2017-06-29,2017-07-09
ORD001274,CUST02176,delivered,2017-06-29,2017-07-05
ORD001275,CUST01688,delivered,2017-06-29,2017-07-27
ORD001276,CUST02319,delivered,2017-06-29,2017-07-28
ORD001277,CUST02793,delivered,2017-06-30,2017-07-29
ORD001278,CUST00738,processing,2017-06-30,2017-07-24
ORD001279,CUST00697,delivered,2017-06-30,2017-07-08
ORD001280,CUST00718,delivered,2017-06-30,2017-07-26
ORD001281,CUST00324,delivered,2017-06-30,2017-07-08
ORD001282,CUST02497,delivered,2017-06-30,2017-07-04
ORD001283,CUST01567,delivered,2017-07-01,2017-07-17
ORD001284,CUST02539,delivered,2017-07-01,2017-07-20
ORD001285,CUST02799,delivered,2017-07-01,2017-07-07
ORD001286,CUST00987,delivered,2017-07-01,2017-07-30
ORD001287,CUST02039,delivered,2017-07-01,2017-07-14
ORD001288,CUST02389,delivered,2017-07-01,2017-07-14
ORD001289,CUST00587,delivered,2017-07-01,2017-07-21
ORD001290,CUST00952,delivered,2017-07-02,2017-07-25
ORD001291,CUST01889,delivered,2017-07-02,2017-07-11
ORD001292,CUST02613,delivered,2017-07-02,2017-07-24
ORD001293,CUST01041,delivered,2017-07-02,2017-07-11
ORD001294,CUST01883,delivered,2017-07-02,2017-07-22
ORD001295,CUST01046,delivered,2017-07-02,2017-07-17
ORD001296,CUST02732,delivered,2017-07-02,2017-07-18
ORD001297,CUST00039,delivered,2017-07-02,2017-07-08
ORD001298,CUST01906,delivered,2017-07-02,2017-07-12
ORD001299,CUST01179,delivered,2017-07-03,2017-07-12
ORD001300,CUST02776,delivered,2017-07-03,2017-07-09
ORD001301,CUST02239,delivered,2017-07-03,2017-07-17
ORD001302,CUST00648,canceled,2017-07-03,2017-07-16
ORD001303,CUST00303,delivered,2017-07-03,2017-07-11
ORD001304,CUST01810,delivered,2017-07-03,2017-07-06
ORD001305,CUST01416,delivered,2017-07-03,2017-07-18
ORD001306,CUST02407,shipped,2017-07-03,2017-07-26
ORD001307,CUST01226,delivered,2017-07-03,2017-07-16
ORD001308,CUST02618,delivered,2017-07-03,2017-07-06
ORD001309,CUST01738,delivered,2017-07-03,2017-07-18
ORD001310,CUST02828,delivered,2017-07-03,2017-07-12
ORD001311,CUST01025,delivered,2017-07-03,2017-07-20
ORD001312,CUST01872,shipped,2017-07-04,2017-07-14
ORD001313,CUST01238,delivered,2017-07-04,2017-07-09
ORD001314,CUST00816,delivered,2017-07-04,2017-07-28
ORD001315,CUST01576,delivered,2017-07-04,2017-08-02
ORD001316,CUST01980,delivered,2017-07-04,2017-07-15
ORD001317,CUST00437,delivered,2017-07-04,2017-07-27
ORD001318,CUST00972,delivered,2017-07-04,2017-07-26
ORD001319,CUST01563,delivered,2017-07-04,2017-07-18
ORD001320,CUST02343,delivered,2017-07-04,2017-07-08
ORD001321,CUST01471,delivered,2017-07-04,2017-07-09
ORD001322,CUST02355,delivered,2017-07-04,2017-07-13
ORD001323,CUST01212,shipped,2017-07-04,2017-07-20
ORD001324,CUST02865,delivered,2017-07-05,2017-07-17
ORD001325,CUST01210,processing,2017-07-05,2017-08-01
ORD001326,CUST00090,delivered,2017-07-05,2017-07-27
ORD001327,CUST02697,delivered,2017-07-05,2017-07-23
ORD001328,CUST01622,delivered,2017-07-05,2017-07-11
ORD001329,CUST01125,delivered,2017-07-05,2017-07-30
ORD001330,CUST00034,delivered,2017-07-06,2017-07-26
ORD001331,CUST02319,delivered,2017-07-06,2017-08-03
ORD001332,CUST02810,delivered,2017-07-06,2017-08-05
ORD001333,CUST00201,delivered,2017-07-06,2017-07-27
